company_name,stand_no,description,profile_url,website
HGC TECHNOLOGIES LLC,"Stand No- H2-C50, Hall 2","At HGC Technologies, we are dedicated to empowering your digital journey with an unwavering commitment to excellence. Since our inception in 2013, we have become a globally recognized leader in technology solutions. Our journey is ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hgc-technologies-llc,https://www.hgctechnologies.com
HGS,"Stand No- H24-A61, Hall 24","HGS is a global digital leader that focuses on combining talent and technologies to lead digital transformations, enhance the customer experience lifecycle, solve industry-specific challenges and drive growth.  We offer a wide ran ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hgs,http://www.hgs.tech
HID Corporation Ltd.,"Stand No- H5-B10, Hall 5","HID powers the trusted identities of the world’s people, places and things. We make it possible for people to transact safely, work productively and travel freely. Our trusted identity solutions give people secure and convenient ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hid-corporation-ltd,https://www.hidglobal.com/
High Tech Park Kyrgyzstan,"Stand No- H4A-05, Hall 4A","High Technology Park (HTP) of the Kyrgyz Republic is a virtual export-oriented tax regime that creates favorable conditions for IT companies to grow.

HTP has more than 500 tech companies that provide software solutions, custom so ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/high-tech-park-kyrgyzstan,https://www.htp.kg
High Tech Park Kyrgyzstan,"Stand No- H4A-05, Hall 4A",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/high-tech-park-kyrgyzstan,https://www.htp.kg
Higher Colleges Of Technology,"Stand No- H19-A20, Hall 19","The Higher Colleges of Technology (HCT) is the UAE’s largest higher education institution, committed to preparing Emirati youth for the future economy through hands-on, industry-aligned learning. Established in 1988, HCT operate ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/higher-colleges-of-technology,https://hct.ac.ae
Highly Professional Technology Services,"Stand No- H9-6, Hall 9","HiProServ® is specializing in advanced integrated project management solutions. Our flagship solution, iProMSys®, is an AI-enabled, cloud-based project management platform with flexibility, scalability, and seamless integration. ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/highly-professional-technology-services,https://www.hiproserv.com/
HIKVISION,"Stand No- H25-E50, Hall 25","Founded in 2001, Hikvision focuses on integrated security and scenario-based digitalization. Propelled by the AI-powered Internet of Things (AIoT), the Company remains committed to serving various industries with its machine perce ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hikvision,https://www.hikvision.com/en/
HILL SOUND DIGITAL PRODUCTS LIMITED,"Stand No- CC1-82, Concourse 1","HILL SOUND DIGITAL PRODUCT LIMITED (Hill Sound Limited, originally) was established in 1992 as a partner for the brand - HP, Konica & Canon in China market.

Developing till to now, we are selling over 30 brands which covering ove ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hill-sound-digital-products-limited,https://www.hillsound.com.hk
Hillstone Network,"Stand No- H24-14, Hall 24","Hillstone Networks’ Integrative Cyber Security approach delivers coverage, control, and consolidation to secure digital transformation for more than 28,000 enterprises worldwide. Hillstone Networks is a trusted leader in cyber s ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hillstone-network,https://www.hillstonenet.com/
Hindavi,Stand No- STD-13,,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
Hindavi,Stand No- STD-3,,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
hindavi,Stand No- STD-4,,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
Hindavi,Stand No- STD-5,,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
hindavi,Stand No- STD-6,,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
Hindavi,Stand No- STD-7,,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
Hindavi,"Stand No- STD-11, TEST-UPGRADED-SHELL",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
hindavi,"Stand No- STD-12, TEST-UPGRADED-SHELL",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
Hindavi,Stand No- STN-001,,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
Hindavi,Stand No- STD-901,,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
hindavi,Stand No- STD-103,Test,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hindavi,http://companywebsite.com
"Hitachi Terminal Solutions Co., Ltd.","Stand No- H2-20, Hall 2","Hitachi Terminal Solutions Korea provides banknote sorter, authenticator with solutions since 1996.",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hitachi-terminal-solutions-co-ltd,https://www.hitachi-tsol.co.kr
HITESHI - Advanced AI Solutions,"Stand No- H9-B19, Hall 9","Hiteshi Infotech is a global digital solutions company with 19+ years of expertise in delivering AI-powered, scalable technologies. We specialize in Agentic AI, Machine Learning, NLP, and Computer Vision, helping businesses automa ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hiteshi---advanced-ai-solutions,https://hiteshi.com
HIZIMA,"Stand No- H26-D105, Hall 26",HIZIMA provides smart access control solutions for telecom and utility infrastructure. Our core products – including battery-free padlocks and keyless manhole locks – are built for harsh outdoor environments and require no wir ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hizima,https://www.hizima.com/
"HK Byfone Technology Co.,Limited","Stand No- GSM-O31, Hall 11","HK Byfone Technology is the official distributor for realme, Infinix, Tecno, itel,and Oneplus. We also offer highly competitive pricing on major brands such as Xiaomi, Honor, Meizu,Nubia, Apple, Samsung, Google, and other smartpho ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hk-byfone-technology-colimited,https://www.hkbyfone.com
HNW Research and Management Consultancy,"Stand No- H23-6, Hall 23","HNW helps governments navigate the complexity of public service transformation.
 
We walk alongside leaders who want to deliver services that citizens can trust.
 
We aim to be a catalyst for the next era of government services.
  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hnw-research-and-management-consultancy,https://hnwconsultancy.com/
HOIN,"Stand No- H15-59, Hall 15","Shenzhen Hoin Electronic Technology Co., Ltd. is a high-tech enterprise specializing in thermal receipt printers, label barcode printers, panel printers, and kiosk printers. All our products are certified with CE, FCC, ROHS, BIS,  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hoin,https://www.hoinprinter.com
HOLLYLAND,"Stand No- H14-35, Hall 14","Hollyland is a fast-growing wireless technology brand in the global content production market. Since 2013, the brand has grown to be recognized as a leading provider of premium wireless products. Hollyland designs, develops, manuf ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hollyland,https://www.hollyland.com/
HOLOGRAM JoyJung,"Stand No- H15-D22, Hall 15","At the moment when light fills the space and stories come to life, Deogaram is there. We use technology to leave lasting scenes in people’s hearts. With more than 20 IPs, mesh holograms, and both mobile and installation-type sol ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hologram-joyjung,http://www.thegarament.com/
"Hololab Co., Ltd.","Stand No- H15-D28, Hall 15","HoloLab Co., Ltd. specializes in holographic technology (HW, SW) and system-related R&D based on the latest digital HOE technology for seven years from the beginning of its foundation. It uses original digital holographic optical  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hololab-co-ltd,http://www.hololab.co.kr/
HOLOTECH HUB,"Stand No- H15-D23, Hall 15","HoloTech Hub is Korea’s leading center for the hologram industry, driving innovation and creating new opportunities through convergence with diverse sectors.
We support companies and research institutes in transforming their tec ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/holotech-hub,https://www.holoportal.kr/
Honeywell Middle East,"Stand No- H5-A20, Hall 5","Honeywell is an integrated operating company serving a broad range of industries and geographies around the world. Our business is aligned with three powerful megatrends – automation, the future of aviation, and energy transitio ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/honeywell-middle-east,https://www.honeywell.com
Hong Kong Trade Development Council,"Stand No- H23-A50, Hall 23","The Hong Kong Trade Development Council (HKTDC) is a statutory body established in 1966 to promote, assist and develop Hong Kong's trade. With 51 offices globally, including 13 in Mainland China, the HKTDC promotes Hong Kong as a  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hong-kong-trade-development-council,https://www.hktdc.com/
Hongan,"Stand No- H23-D42, Hall 23","Hong'an Group Co., Ltd., established in 1985, is located in Shandong, China. The factory covers an area of 1 million square meters. The main products include optical fibers, optical cables, data cables, optical devices, etc., and  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hongan,https://www.hongan.com.cn/en
HONOR GCC,"Stand No- CC2-13A, Concourse 2",HONOR is a global leading AI device ecosystem company. It is committed to revolutionizing human-to-device interactions to bridge the AI ecosystem with all consumers in the agentic AI era and beyond. The company endeavors to open i ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/honor-gcc,https://www.honor.com/ae-en/
Hoon Artis,"Stand No- H15-D29, Hall 15","""Hoon Artis"" is an XR/VR creative technology company that merges culture, education, and innovation into immersive experiences. We build training programs, cultural heritage projects, and interactive festival content that connect  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hoon-artis,https://www.hoonartis.com
Horizon Information Technology - SA,"Stand No- H14-B10, Hall 14","Horizon IT Company is one of the leading technology companies in Saudi Arabia, recognized for its commitment to innovation and excellence in the digital transformation journey. With decades of accumulated expertise, Horizon IT spe ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/horizon-information-technology---sa,https://www.horizon.sa
Horizontal Digital,"Stand No- H4-B15, Hall 4","Horizontal Digital is an experience-forward digital consultancy that helps organizations unlock the full power of Salesforce to deliver seamless, human-centered customer experiences.

We design, build, and optimize digital ecosyst ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/horizontal-digital,https://www.horizontaldigital.com/
Horsecare d.o.o,"Stand No- H1-B60, Hall 1","Horsecare.si has developed a unique data collection technology that predicts future diseases in horses' feet with 99.8% accuracy.
  The device analyses hoof movement in any direction and position, thus covering all possible causes ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/horsecare-doo,https://www.horsecare.si/
HOSTING B2B LTD,"Stand No- H13-C05, Hall 13","HostingB2B is a leading Data Center and Hosting Provider, specializing in Colocation, Cloud, and Dedicated Server solutions across Cyprus, the UAE, and the wider EMEA region. ISO 9001 & ISO 27001 certified, we deliver secure, high ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hosting-b2b-ltd,https://hostingb2b.com/
HP Computing and Printing Middle East FZ-LLC,"Stand No- H6-A20, Hall 6","We are a technology company born of the belief that companies should do more than just make a profit. They should make the world a better place.
Our efforts in climate action, human rights, and digital equity prove that we are doi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hp-computing-and-printing-middle-east-fz-llc,https://www.hp.com/emea_middle_east-en/home.html
HPRT,"Stand No- H15-F50, Hall 15","Xiamen Hanin Co.Ltd, with brand HPRT, is one of the world-leading supplier specialized in designing and manufacturing POS printer,mobile printer and label printer. HPRT product can always satisfy rapidly changing market demands as ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hprt,https://www.hprt.com
HRSG International HR Consultancies LLC,"Stand No- H26-B96, Hall 26","HRSG International HR Consultancies LLC is a global leader in business and HR solutions with over 32 years of experience, serving 750+ organizations worldwide. Headquartered in Dubai, HRSG specializes in Talent, Consulting & Rewar ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hrsg-international-hr-consultancies-llc,https://www.hrsgonline.com
Hsing Chau Industrial Co. Ltd.,"Stand No- H4A-16, Hall 4A","HCI (HSING CHAU INDUSTRIAL CO., LTD.) is a Taiwan Province, People's Republic of China-based company specializing in high-performance Telecommunications Structured Cabling Solutions. Founded in 1975, HCI has decades of experience  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hsing-chau-industrial-co-ltd,https://www.hci.com.tw/
"HTStyle Technology co.,Ltd.","Stand No- H2-58, Hall 2","Hantangstyle founded in Shenzhen at 2015, R&D center in Shenzhen and Xi’an. 
HT focus on Rockchip platform of software design, provide solution for complete product and develop, major product focus on smart office and education  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/htstyle-technology-coltd,https://www.htfyun.cn
Huawei Tech (UAE) FZ LLC,"Stand No- H22-B20 H22-B10, Hall 22","Founded in 1987, Huawei is a leading global provider of information and communications technology (ICT) infrastructure and smart devices. We have more than 208,000 employees, and we operate in more than 170 countries and regions,  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/huawei-tech-uae-fz-llc,https://www.huawei.com/en/
HUCO FZCO,"Stand No- H23-B60, Hall 23",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/huco-fzco,
Hudhud Systems,"Stand No- H13-B61, Hall 14",Agentic AI for Enterprise,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hudhud-systems,https://www.hudhud.ai
HudsonRock,"Stand No- H25-D70, Hall 25",Hudson Rock specializes in delivering world-class cybercrime intelligence solutions that help businesses and security teams stay ahead of evolving threats. Powered by its ever-expanding cybercrime intelligence database of compromi ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hudsonrock,http://hudsonrock.com
Humancloud - Your AI Transformation Partner,"Stand No- H26-C30.6, Hall 26","Humancloud is an AI-first technology partner helping organizations transform how they work, innovate, and scale. We deliver solutions in process automation, data & analytics, AI-powered applications, and cloud integration—enabli ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/humancloud---your-ai-transformation-partner,https://humancloud.dev/
"Hunan Dlsum Technology Co., Ltd","Stand No- H15-F60, Hall 15","DLSUM was founded in 2008.It is a high-tech enterprise that integrating R&D, production, 
sales, and service, and committed to providing innovative and intelligent cash register 
solutions for global customers. 
Main products incl ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hunan-dlsum-technology-co-ltd,https://www.dlsum.com
"Hunan GL Technology Co.,Ltd","Stand No- H26-B15B, Hall 26","Established in 2004, Hunan GL Technology Co., Ltd. (GL FIBER) is a premier
manufacturer of fiber optic cables in China, with operations dating back to 2004. Situated in
Changsha, Hunan, the birthplace of Chairman Mao, GL FIBER off ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hunan-gl-technology-coltd,https://www.gl-fiber.com/
Hunter Buildings International BV,"Stand No- H4-D55, Hall 4","Hunter Buildings is a global leader in modular and blast-resistant buildings. Founded in 1999 in Houston, Texas, we design and manufacture safe, durable structures for high-risk environments. Our solutions serve industries like oi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hunter-buildings-international-bv,https://www.hunterbuildings.com/locations/middle-east/
Huralya,"Stand No- H14-P09, H14-P08, Hall 14","Huralya is a Dubai-based startup building AI-powered platforms at the intersection of mental wellness and intelligent decision-making.
Our flagship product, Hura, is a privacy-first journaling and self-coaching app that uses conve ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/huralya,https://huralya.com/
HYBON,"Stand No- GSM-O44, Hall 11","Hybon Technologies Pvt Ltd is a premier global exporter of high end consumer electronics, specializing in Apple, Samsung & Dyson products. With a strong commitment to excellence & innovation, we strive to deliver the best in class ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hybon,https://www.hybongroups.com
"Hygea Medical Technology Co., Ltd.","Stand No- H14-A60, Hall 14","Founded in 2010 and headquartered in the Satellite Manufacturing Plant Science and Technology Park in Haidian District, Beijing, Hygea Medical Co., Ltd. is a national high-tech enterprise integrating R&D, production, and sales, fo ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hygea-medical-technology-co-ltd,https://www.hygeamedtech.com
Hyperfusion,"Stand No- H8-B30, Hall 8",Hyperfusion is a cutting-edge technology company specializing in high-performance computing and AI solutions. Founded by a team of experienced tech entrepreneurs and venture capital investors. We are dedicated to delivering best-i ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hyperfusion,https://hyperfusion.io
Hyperlink InfoSystem,"Stand No- H7-11, Hall 7","Hyperlink InfoSystem is a leading IT services and app development company, delivering innovative digital solutions since 2011. Headquartered in Ahmedabad, India, with offices in the USA, UK, Canada, and UAE, the company has served ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hyperlink-infosystem,https://www.hyperlinkinfosystem.com
Hypermonk Games,"Stand No- H14-B60, Hall 14","Hypermonk Games is a Turkish game studio founded in Ankara in 2021, bringing its games to millions of players with a talented team that believes in one another. Transparency and collective learning are among the company’s core v ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hypermonk-games,https://hypermonkgames.com/
Hyperspace Technologies LTD,"Stand No- H14-C40, Hall 14","Hyperspace Technologies is Africa's premier end-to-end artificial intelligence platform company, delivering enterprise-grade solutions that address the continent's most complex operational, analytical, and developmental challenges ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hyperspace-technologies-ltd,https://hyperspace.ng
Hytera Communications Corporation Limited,"Stand No- H1-D20, Hall 1","Hytera is a global leader in two-way radio communications, developing and manufacturing innovative solutions to meet our varied customer requirements. With the sales network covering from Gulf countries, North African countries, t ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hytera-communications-corporation-limited,https://www.hytera.com
HYUNDAI MIB International,"Stand No- H2-D41, Hall 2","Hyundai MBI International designs and manufactures high-end desktop banknote solutions, both HW and SW.

Our solutions are not for everyday usage, but for the ones who want to improve their cash handling process quantitatively and ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/hyundai-mib-international,https://www.hyundaimib.com/
i-See,"Stand No- H13-D40, Hall 13","i-See was born as an academic spin-off in Turin, Italy.
We offer complete software solutions in the  eld of radiation therapy, radiobiology and radiation protection, in collaboration with the most advanced oncology centers and med ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/i-see,https://i-seecomputing.com/
i-TEK RFID,"Stand No- H15-D35, Hall 15","Infotek Software & Systems (i-TEK RFID)

With 25 years of proven expertise, i-TEK RFID is a trusted leader in RFID & Wireless IoT solutions, delivering end-to-end innovations across retail, manufacturing, logistics, aviation, heal ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/i-tek-rfid,https://www.infoteksoftware.com
IANUS TECHNOLOGIES LTD,"Stand No- H13-C11, Hall 13","IANUS Technologies is a dual-use innovation company delivering advanced software platforms for defence, homeland security, and smart urban operations. Headquartered in Cyprus with offices in Athens, IANUS develops scalable, missio ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ianus-technologies-ltd,https://ianus-technologies.com/
IBIK LLC,"Stand No- H4A-B10, Hall 4A","IBIK LLC, founded in 2003, is a leading provider of multiseat computing solutions. Our flagship product, ASTER, transforms a single Windows or Linux PC into multiple independent workstations by adding monitors, keyboards, and mice ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibik-llc,https://ibiksoft.com
IBM,"Stand No- H8-A30, Hall 8","IBM is a leading provider of global hybrid cloud and AI, and consulting expertise. We help clients in more than 175 countries capitalize on insights from their data, streamline business processes, reduce costs and gain the competi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibm,https://www.ibm.com/
IBM - Adobe,"Stand No- H8-A30, Hall 8","Adobe is a global leader in digital media and creative software, empowering individuals and businesses to design and deliver exceptional digital experiences. Its flagship products include Photoshop, Illustrator, Acrobat, and the A ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibm---adobe,https://www.adobe.com/
IBM - ALPHA DATA,"Stand No- H8-A30, Hall 8",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibm---alpha-data,http://www.alpha.ae
IBM - Emircon,"Stand No- H8-A30, Hall 8",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibm---emircon,
IBM - GBM,"Stand No- H8-A30, Hall 8","Founded in 1990, Gulf Business Machines (GBM) is a leading end-to-end IT solutions provider and systems integrator in the Gulf region. With a strong presence across the UAE, Qatar, Kuwait, Bahrain, and Oman, GBM delivers innovativ ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibm---gbm,https://www.gbmme.com/
IBM - iSolutions,"Stand No- H8-A30, Hall 8","iSolution is a tech solution company dedicated to providing innovation thus empowering businesses to thrive in the digital age. With a strong focus on delivering exceptional results, iSolution aims to transform the way organizatio ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibm---isolutions,https://isolution.sa
IBM - Netways,"Stand No- H8-A30, Hall 8","Netways is a leading digital transformation and technology consulting company founded in 1996, with headquarters in Riyadh and offices across the MENA region and North America. As a top Microsoft Gold Partner, Netways helps organi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibm---netways,https://www.netways.com/
IBM- JBS,"Stand No- H8-A30, Hall 8","Jordan Business Systems (JBS) is a leading IT solutions provider in Jordan, offering services in system integration, cloud solutions, cybersecurity, and managed IT services. The company partners with global tech leaders like Cisco ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ibm--jbs,https://jbs.com.jo
ICE Information Technology,"Stand No- H9-18, Hall 9",ICE Information Technology started with a vision to become a partner of choice for companies in the Middle East region. ICE Information Technology is a part of growing dynamic business group with interests spanning from Constructi ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ice-information-technology,https://iceinfotec.com/
Iceotope Technologies Limited,"Stand No- H10-18, Hall 10",Iceotope?has been at the forefront of innovation in liquid cooling technology for over a decade. Our R&D background enables us to collaborate with industry leaders — from?hyperscalers?to edge compute providers — and help tackl ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/iceotope-technologies-limited,https://www.iceotope.com/
ICIL TECHNOLOGIES PVT LTD,"Stand No- CC1-60-5, Concourse 1","ICIL Technologies Ltd (ICILtek) is Pakistan’s premier provider of IoT Solutions around AIDC and Intelligent Process Automation solutions. With more than a decade of industry experience, we specialize in delivering tailored, tech ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/icil-technologies-pvt-ltd,https://iciltek.com/
"ICT Division, Bangladesh","Stand No- H26-D90, Hall 26","In association with the ICT Division of the Government of Bangladesh, under the Ministry of Posts, Telecommunications and Information Technology, and under the supervision of BACCO (bacco.org.bd), four notable companies are partic ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ict-division-bangladesh,https://doict.gov.bd
"ICTK Co.,Ltd.","Stand No- H24-A16, Hall 24","ICTK offers highly secure and reliable semiconductor solutions based on proprietary VIA PUFTM
technology, ensuring unbeatable protection against cloning and physical attacks. Our chips
are PQC-ready, supporting next-generation cry ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ictk-coltd,https://en.ictk.com/
iCUBE Space,"Stand No- H4А-B10, Hall 4A","iCore is a full-cycle system integrator operating since 2006.
We design, implement, and maintain fault-tolerant IT infrastructure using modern information management technologies to solve business-critical challenges.

Our in-hous ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/icube-space,https://i-core.ru/en/
ID Quantique SA,"Stand No- H1-C25.1, H1-C25.8, Hall 1","ID Quantique (IDQ) is a global leader in Quantum-Safe Security and Quantum Detection Systems. Its solutions—quantum key distribution, true random number generators, and single-photon counters—are trusted by governments, enterp ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/id-quantique-sa,https://www.idquantique.com/
ID Vision Trading LLC,"Stand No- H2-10, Hall 2","IDVision is a leading provider of identity management, access control, and biometric solutions across the Middle East and Africa. We specialize in delivering advanced security technologies, including ID card printers, smart card r ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/id-vision-trading-llc,https://idvisionme.com/
"IDAWELL Co., Ltd.","Stand No- H2-D44, Hall 2","1.  Idawell's Big Data Analysis System is a solution that provides business insights by integrating and collecting various data sources in real-time and performing advanced, AI-based analysis.
2. Idawell AI Glass for smart farming ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/idawell-co-ltd,https://idawell.kr
IDC Solutions,"Stand No- H4-B20, Hall 4","IDC is a leading information technology and digital solutions and leading regional organization operating across the Middle East, with established branches in the United Arab Emirates, the Kingdom of Saudi Arabia, and the Arab Rep ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/idc-solutions,https://idc-me.com/about-us/
IDCITI / uGPS,"Stand No- H1-60, Hall 1","Delivers an advanced positioning infrastructure solution that leverages high-precision GNSS signal regeneration technology to overcome the limitations of conventional satellite navigation systems in GPS-denied envirionments.

Thro ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/idciti--ugps,https://www.idciti.com
Ideal Solutions,"Stand No- H24-A45, Hall 24","Ideal Solutions is a Qatar-based technology company recognized for delivering cutting-edge smart solutions and customer-centric IT services across diverse industries. Over the years, Ideal Solutions has grown from a small startup  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ideal-solutions,https://www.idealsolutions.com
Identiko Integrated Solutions,"Stand No- H14-C40, Hall 14","Identiko Integrated Solutions Limited is a diversified Information and Communication Technology services and solution provider that helps clients to design, build, optimise, support, and manage their ICT infrastructures to meet th ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/identiko-integrated-solutions,https://identikosolutions.com/
IDENTT Sp.z.o.o.,"Stand No- H2-C22, Hall 2","IDENTT is a Swiss-Polish technology company with over 20 years of experience in identity verification.

We offer proprietary, AI-powered Identity Verification Solutions designed to enhance security, compliance, and customer onboar ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/identt-spzoo,https://www.identt.pl
IDOL TECHNOLOGIES LLC,"Stand No- H4A-13, Hall 4A","Idol group  founded in UAE in 2001, providing superior software /hardware solutions, Consulting and Maintenance services for retail industry, serving both local and International sectors, feeling the demand to supply high quality  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/idol-technologies-llc,https://www.idol-mea.com
"IEG. Co., Ltd","Stand No- H26-A25, Hall 26","IEG Co.,Ltd is a leading provider of smart factory and industrial education solutions based in South Korea. Among its flagship innovations is DX LABELER, a cutting-edge digital labeling system designed to enhance traceability, eff ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ieg-co-ltd,http://ieg.kr/en
iEPM,"Stand No- H14-B24, Hall 14","Integrated Environment for Project Management (iEPM) is a Saudi company specializing in enterprise digital transformation solutions. iEPM developed the cloud-based P2C Platform (Plan • Perform • Control), an integrated suite t ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/iepm,https://iepm.sa/
